Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches,First,Last
84,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Lyon,fr Ligue 1,23.0,1996.0,17.0,18.0,10,16.0,2.0,0.0,6.0,19.0,31.6,13.0,107.0,34.0,31.8,79.0,24.0,4.0,22.0,14.0,0.0,8.0,8,26,95.0,2.0,Matches,Joachim Andersen,Joachim-Andersen
85,Djavan Anderson\Djavan-Anderson,nl NED,DFMF,Lazio,it Serie A,24.0,1995.0,1.9,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,24.0,5.0,20.8,10.0,9.0,5.0,5.0,0.0,0.0,5.0,1,2,2.0,0.0,Matches,Djavan Anderson,Djavan-Anderson
86,Felipe Anderson\Felipe-Anderson,br BRA,MFFW,West Ham,eng Premier League,26.0,1993.0,16.6,45.0,30,20.0,18.0,7.0,11.0,48.0,22.9,37.0,370.0,104.0,28.1,92.0,189.0,89.0,21.0,1.0,0.0,20.0,14,59,14.0,0.0,Matches,Felipe Anderson,Felipe-Anderson
87,Sebastian Andersson\Sebastian-Andersson,se SWE,FW,Union Berlin,de Bundesliga,28.0,1991.0,29.8,18.0,11,1.0,9.0,8.0,8.0,25.0,32.0,17.0,579.0,143.0,24.7,25.0,294.0,260.0,31.0,5.0,0.0,26.0,6,24,40.0,0.0,Matches,Sebastian Andersson,Sebastian-Andersson
88,Florin Andone\Florin-Andone,ro ROU,MFFW,Brighton,eng Premier League,26.0,1993.0,0.8,2.0,2,0.0,1.0,1.0,0.0,0.0,,0.0,7.0,1.0,14.3,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0,2,1.0,0.0,Matches,Florin Andone,Florin-Andone
89,Benjamin André\Benjamin-Andre,fr FRA,MF,Lille,fr Ligue 1,28.0,1990.0,22.8,83.0,63,34.0,44.0,5.0,37.0,100.0,37.0,63.0,593.0,190.0,32.0,191.0,313.0,89.0,45.0,12.0,0.0,33.0,45,128,47.0,0.0,Matches,Benjamin André,Benjamin-Andre
90,Lorenzo Andrenacci\Lorenzo-Andrenacci,it ITA,GK,Brescia,it Serie A,24.0,1995.0,5.9,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Lorenzo Andrenacci,Lorenzo-Andrenacci
91,Robert Andrich\Robert-Andrich,de GER,MF,Union Berlin,de Bundesliga,24.0,1994.0,28.6,78.0,46,38.0,32.0,8.0,27.0,69.0,39.1,42.0,639.0,158.0,24.7,193.0,372.0,74.0,39.0,7.0,0.0,32.0,37,115,65.0,0.0,Matches,Robert Andrich,Robert-Andrich
92,Victorien Angban\Victorien-Angban,ci CIV,MF,Metz,fr Ligue 1,22.0,1996.0,11.4,25.0,16,14.0,10.0,1.0,14.0,30.0,46.7,16.0,243.0,62.0,25.5,68.0,148.0,27.0,15.0,2.0,0.0,13.0,9,34,8.0,0.0,Matches,Victorien Angban,Victorien-Angban
93,Miguel Ángel Guerrero\Miguel-Angel-Guerrero,es ESP,FW,Leganés,es La Liga,29.0,1990.0,8.8,1.0,1,0.0,1.0,0.0,0.0,6.0,0.0,6.0,129.0,28.0,21.7,2.0,77.0,50.0,5.0,0.0,0.0,5.0,1,2,5.0,0.0,Matches,Miguel Ángel Guerrero,Miguel-Angel-Guerrero
94,Miguel Ángel Moyá\Miguel-Angel-Moya,es ESP,GK,Real Sociedad,es La Liga,35.0,1984.0,13.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,Matches,Miguel Ángel Moyá,Miguel-Angel-Moya
95,José Ángel\Jose-Angel,es ESP,DF,Eibar,es La Liga,29.0,1989.0,26.2,62.0,31,30.0,29.0,3.0,25.0,43.0,58.1,18.0,251.0,83.0,33.1,107.0,108.0,36.0,40.0,6.0,0.0,34.0,27,89,102.0,0.0,Matches,José Ángel,Jose-Angel
96,Angeliño\Angelino,es ESP,DF,RB Leipzig,de Bundesliga,22.0,1997.0,12.2,14.0,8,7.0,4.0,3.0,7.0,20.0,35.0,13.0,127.0,50.0,39.4,36.0,58.0,33.0,35.0,1.0,0.0,34.0,10,24,24.0,0.0,Matches,Angeliño,Angelino
97,Angeliño\Angelino,es ESP,DF,Manchester City,eng Premier League,22.0,1997.0,4.7,8.0,5,4.0,3.0,1.0,5.0,6.0,83.3,1.0,47.0,18.0,38.3,14.0,25.0,8.0,4.0,0.0,0.0,4.0,5,13,18.0,0.0,Matches,Angeliño,Angelino
98,Faustino Anjorin\Faustino-Anjorin,eng ENG,FW,Chelsea,eng Premier League,17.0,2001.0,0.2,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,50.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0,1,0.0,0.0,Matches,Faustino Anjorin,Faustino-Anjorin
99,Peter Ankersen\Peter-Ankersen,dk DEN,DF,Genoa,it Serie A,28.0,1990.0,11.8,10.0,5,5.0,4.0,1.0,2.0,15.0,13.3,13.0,151.0,34.0,22.5,64.0,45.0,42.0,29.0,5.0,0.0,24.0,9,19,22.0,2.0,Matches,Peter Ankersen,Peter-Ankersen
100,Cristian Ansaldi\Cristian-Ansaldi,ar ARG,DFMF,Torino,it Serie A,32.0,1986.0,19.6,44.0,27,29.0,9.0,6.0,14.0,39.0,35.9,25.0,271.0,92.0,33.9,112.0,90.0,69.0,28.0,3.0,0.0,25.0,12,56,32.0,2.0,Matches,Cristian Ansaldi,Cristian-Ansaldi
101,Janis Antiste\Janis-Antiste,fr FRA,MF,Toulouse,fr Ligue 1,16.0,2002.0,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,Matches,Janis Antiste,Janis-Antiste
102,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,eng Premier League,29.0,1990.0,19.6,14.0,10,5.0,4.0,5.0,2.0,14.0,14.3,12.0,337.0,78.0,23.1,31.0,151.0,155.0,26.0,5.0,0.0,21.0,8,22,9.0,0.0,Matches,Michail Antonio,Michail-Antonio
103,Antoñito\Antonito,es ESP,DFMF,Valladolid,es La Liga,31.0,1987.0,11.4,25.0,16,18.0,7.0,0.0,12.0,27.0,44.4,15.0,148.0,49.0,33.1,87.0,46.0,15.0,24.0,0.0,0.0,24.0,19,44,24.0,0.0,Matches,Antoñito,Antonito
104,Mirko Antonucci\Mirko-Antonucci,it ITA,FWMF,Roma,it Serie A,20.0,1999.0,0.9,4.0,2,1.0,0.0,3.0,2.0,3.0,66.7,1.0,23.0,6.0,26.1,5.0,13.0,5.0,2.0,0.0,0.0,2.0,3,7,2.0,0.0,Matches,Mirko Antonucci,Mirko-Antonucci
105,Vitorino Antunes\Vitorino-Antunes,pt POR,MF,Getafe,es La Liga,32.0,1987.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,50.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,Matches,Vitorino Antunes,Vitorino-Antunes
106,Christopher Antwi-Adjei\Christopher-Antwi-Adjei,gh GHA,MFFW,Paderborn 07,de Bundesliga,25.0,1994.0,27.4,31.0,20,15.0,14.0,2.0,9.0,38.0,23.7,29.0,483.0,122.0,25.3,144.0,216.0,123.0,46.0,2.0,0.0,44.0,11,42,13.0,0.0,Matches,Christopher Antwi-Adjei,Christopher-Antwi-Adjei
107,Anuar\Anuar,ma MAR,MFFW,Valladolid,es La Liga,24.0,1995.0,2.1,4.0,4,2.0,2.0,0.0,1.0,3.0,33.3,2.0,37.0,7.0,18.9,13.0,21.0,3.0,6.0,3.0,0.0,3.0,3,7,1.0,0.0,Matches,Anuar,Anuar
108,Houssem Aouar\Houssem-Aouar,fr FRA,MF,Lyon,fr Ligue 1,21.0,1998.0,21.7,28.0,19,8.0,16.0,4.0,3.0,28.0,10.7,25.0,388.0,100.0,25.8,88.0,205.0,95.0,19.0,1.0,0.0,18.0,11,39,12.0,0.0,Matches,Houssem Aouar,Houssem-Aouar
109,Adil Aouchiche\Adil-Aouchiche,fr FRA,MF,Paris S-G,fr Ligue 1,17.0,2002.0,0.7,2.0,2,2.0,0.0,0.0,0.0,2.0,0.0,2.0,29.0,7.0,24.1,6.0,10.0,13.0,3.0,0.0,0.0,3.0,0,2,0.0,0.0,Matches,Adil Aouchiche,Adil-Aouchiche
110,Dennis Appiah\Dennis-Appiah,fr FRA,DF,Nantes,fr Ligue 1,27.0,1992.0,17.8,63.0,32,39.0,16.0,8.0,19.0,45.0,42.2,26.0,303.0,97.0,32.0,146.0,126.0,31.0,20.0,3.0,0.0,17.0,15,78,65.0,0.0,Matches,Dennis Appiah,Dennis-Appiah
111,Mauro Arambarri\Mauro-Arambarri,uy URU,MF,Getafe,es La Liga,23.0,1995.0,34.1,74.0,49,28.0,38.0,8.0,20.0,63.0,31.7,43.0,800.0,207.0,25.9,170.0,515.0,115.0,69.0,6.0,0.0,63.0,26,100,49.0,0.0,Matches,Mauro Arambarri,Mauro-Arambarri
112,Guilherme Arana\Guilherme-Arana,br BRA,DF,Atalanta,it Serie A,22.0,1997.0,0.9,5.0,2,2.0,3.0,0.0,3.0,4.0,75.0,1.0,24.0,7.0,29.2,14.0,6.0,4.0,2.0,0.0,0.0,2.0,1,6,2.0,0.0,Matches,Guilherme Arana,Guilherme-Arana
113,Charles Aránguiz\Charles-Aranguiz,cl CHI,MF,Leverkusen,de Bundesliga,30.0,1989.0,23.5,55.0,31,23.0,28.0,4.0,28.0,75.0,37.3,47.0,529.0,197.0,37.2,165.0,289.0,75.0,38.0,6.0,0.0,32.0,23,78,34.0,1.0,Matches,Charles Aránguiz,Charles-Aranguiz
114,Luiz Araújo\Luiz-Araujo,br BRA,FWMF,Lille,fr Ligue 1,23.0,1996.0,9.2,18.0,9,3.0,8.0,7.0,6.0,32.0,18.8,26.0,262.0,75.0,28.6,41.0,114.0,107.0,16.0,0.0,0.0,16.0,5,23,7.0,0.0,Matches,Luiz Araújo,Luiz-Araujo
115,Néstor Araujo\Nestor-Araujo,mx MEX,DF,Celta Vigo,es La Liga,27.0,1991.0,32.1,47.0,27,37.0,9.0,1.0,15.0,32.0,46.9,17.0,217.0,71.0,32.7,144.0,64.0,9.0,43.0,22.0,0.0,21.0,38,85,205.0,0.0,Matches,Néstor Araujo,Nestor-Araujo
116,Ronald Araújo\Ronald-Araujo,uy URU,DF,Barcelona,es La Liga,20.0,1999.0,2.6,4.0,2,2.0,2.0,0.0,3.0,4.0,75.0,1.0,26.0,8.0,30.8,18.0,8.0,0.0,9.0,3.0,0.0,6.0,0,4,11.0,0.0,Matches,Ronald Araújo,Ronald-Araujo
117,Anaitz Arbilla\Anaitz-Arbilla,es ESP,DF,Eibar,es La Liga,32.0,1987.0,22.3,33.0,20,23.0,9.0,1.0,12.0,38.0,31.6,26.0,162.0,57.0,35.2,86.0,62.0,14.0,38.0,6.0,0.0,32.0,15,48,136.0,2.0,Matches,Anaitz Arbilla,Anaitz-Arbilla
118,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Real Madrid,es La Liga,26.0,1993.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Alphonse Areola,Alphonse-Areola
119,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26.0,1993.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Alphonse Areola,Alphonse-Areola
120,Santiago Arias\Santiago-Arias,co COL,DF,Atlético Madrid,es La Liga,27.0,1992.0,12.0,30.0,17,19.0,10.0,1.0,11.0,21.0,52.4,10.0,124.0,47.0,37.9,66.0,42.0,16.0,28.0,7.0,0.0,21.0,9,39,35.0,0.0,Matches,Santiago Arias,Santiago-Arias
121,Nicolò Armini\Nicolo-Armini,it ITA,DF,Lazio,it Serie A,18.0,2001.0,0.0,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,5.0,1.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,0.0,Matches,Nicolò Armini,Nicolo-Armini
122,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,eng Premier League,27.0,1992.0,19.1,49.0,25,27.0,14.0,8.0,13.0,46.0,28.3,33.0,408.0,129.0,31.6,115.0,187.0,106.0,24.0,5.0,0.0,19.0,9,58,22.0,1.0,Matches,Stuart Armstrong,Stuart-Armstrong
123,José Arnaiz\Jose-Arnaiz,es ESP,FWMF,Osasuna,es La Liga,24.0,1995.0,8.8,5.0,3,0.0,4.0,1.0,0.0,12.0,0.0,12.0,165.0,43.0,26.1,26.0,69.0,70.0,14.0,0.0,0.0,14.0,5,10,6.0,0.0,Matches,José Arnaiz,Jose-Arnaiz
124,José Arnaiz\Jose-Arnaiz,es ESP,MFFW,Leganés,es La Liga,24.0,1995.0,3.7,4.0,3,3.0,1.0,0.0,1.0,4.0,25.0,3.0,76.0,17.0,22.4,21.0,36.0,19.0,7.0,0.0,0.0,7.0,2,6,1.0,0.0,Matches,José Arnaiz,Jose-Arnaiz
125,Maximilian Arnold\Maximilian-Arnold,de GER,MF,Wolfsburg,de Bundesliga,25.0,1994.0,31.3,57.0,35,21.0,31.0,5.0,22.0,83.0,26.5,61.0,578.0,185.0,32.0,169.0,320.0,89.0,37.0,7.0,0.0,30.0,23,80,45.0,0.0,Matches,Maximilian Arnold,Maximilian-Arnold
126,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24.0,1994.0,33.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,33.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,Matches,Kepa Arrizabalaga,Kepa-Arrizabalaga
127,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,Inter,it Serie A,30.0,1988.0,7.1,9.0,5,4.0,4.0,1.0,6.0,15.0,40.0,9.0,96.0,25.0,26.0,28.0,43.0,25.0,9.0,1.0,0.0,8.0,10,19,12.0,0.0,Matches,Kwadwo Asamoah,Kwadwo-Asamoah
128,Santiago Ascacíbar\Santiago-Ascacibar,ar ARG,MF,Hertha BSC,de Bundesliga,22.0,1997.0,7.0,31.0,21,18.0,11.0,2.0,8.0,27.0,29.6,19.0,203.0,65.0,32.0,108.0,82.0,13.0,22.0,3.0,0.0,19.0,8,39,19.0,0.0,Matches,Santiago Ascacíbar,Santiago-Ascacibar
129,Sergio Asenjo\Sergio-Asenjo,es ESP,GK,Villarreal,es La Liga,30.0,1989.0,34.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,Matches,Sergio Asenjo,Sergio-Asenjo
130,Marco Asensio\Marco-Asensio,es ESP,FW,Real Madrid,es La Liga,23.0,1996.0,3.7,5.0,4,3.0,2.0,0.0,1.0,6.0,16.7,5.0,34.0,11.0,32.4,12.0,13.0,9.0,2.0,0.0,0.0,2.0,2,7,3.0,0.0,Matches,Marco Asensio,Marco-Asensio
131,Kristoffer Askildsen\Kristoffer-Askildsen,no NOR,MF,Sampdoria,it Serie A,18.0,2001.0,0.8,2.0,1,2.0,0.0,0.0,2.0,3.0,66.7,1.0,12.0,1.0,8.3,5.0,7.0,0.0,1.0,0.0,0.0,1.0,0,2,0.0,0.0,Matches,Kristoffer Askildsen,Kristoffer-Askildsen
132,Iago Aspas\Iago-Aspas,es ESP,FW,Celta Vigo,es La Liga,31.0,1987.0,36.2,29.0,21,7.0,11.0,11.0,12.0,34.0,35.3,22.0,537.0,146.0,27.2,80.0,222.0,235.0,24.0,4.0,0.0,20.0,19,48,6.0,0.0,Matches,Iago Aspas,Iago-Aspas
133,Roger Assalé\Roger-Assale,ci CIV,FWMF,Leganés,es La Liga,25.0,1993.0,5.9,3.0,1,2.0,0.0,1.0,0.0,4.0,0.0,4.0,70.0,18.0,25.7,8.0,30.0,32.0,6.0,0.0,0.0,6.0,0,3,1.0,0.0,Matches,Roger Assalé,Roger-Assale
134,Miguel Atienza\Miguel-Atienza,es ESP,MF,Eibar,es La Liga,,,0.3,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,15.0,4.0,26.7,6.0,6.0,3.0,2.0,1.0,0.0,1.0,1,2,2.0,0.0,Matches,Miguel Atienza,Miguel-Atienza
135,Christian Atsu\Christian-Atsu,gh GHA,FWMF,Newcastle Utd,eng Premier League,27.0,1992.0,8.3,12.0,9,4.0,6.0,2.0,4.0,15.0,26.7,11.0,243.0,47.0,19.3,98.0,105.0,40.0,28.0,1.0,0.0,27.0,7,19,6.0,0.0,Matches,Christian Atsu,Christian-Atsu
136,Youcef Attal\Youcef-Attal,dz ALG,FWDF,Nice,fr Ligue 1,23.0,1996.0,11.1,29.0,17,15.0,10.0,4.0,15.0,34.0,44.1,19.0,195.0,53.0,27.2,75.0,77.0,43.0,24.0,0.0,0.0,24.0,17,46,12.0,0.0,Matches,Youcef Attal,Youcef-Attal
137,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30.0,1989.0,34.8,39.0,24,15.0,14.0,10.0,12.0,50.0,24.0,38.0,573.0,130.0,22.7,113.0,256.0,204.0,59.0,2.0,0.0,57.0,9,48,16.0,0.0,Matches,Pierre-Emerick Aubameyang,Pierre-Emerick-Aubameyang
138,Emil Audero\Emil-Audero,it ITA,GK,Sampdoria,it Serie A,22.0,1997.0,36.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,Matches,Emil Audero,Emil-Audero
139,Tommaso Augello\Tommaso-Augello,it ITA,DF,Sampdoria,it Serie A,24.0,1994.0,12.6,15.0,13,7.0,4.0,4.0,5.0,8.0,62.5,3.0,97.0,17.0,17.5,48.0,31.0,18.0,19.0,2.0,0.0,17.0,8,23,19.0,1.0,Matches,Tommaso Augello,Tommaso-Augello
140,Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,Monaco,fr Ligue 1,22.0,1997.0,3.0,2.0,0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,39.0,13.0,33.3,4.0,20.0,15.0,2.0,0.0,0.0,2.0,4,6,0.0,0.0,Matches,Jean-Kévin Augustin,Jean-Kevin-Augustin
141,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,25.0,1994.0,10.3,30.0,18,17.0,11.0,2.0,13.0,32.0,40.6,19.0,164.0,56.0,34.1,77.0,57.0,30.0,23.0,5.0,0.0,18.0,8,38,35.0,0.0,Matches,Ludwig Augustinsson,Ludwig-Augustinsson
142,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,eng Premier League,26.0,1992.0,30.0,98.0,55,66.0,26.0,6.0,32.0,61.0,52.5,29.0,521.0,153.0,29.4,262.0,187.0,72.0,58.0,7.0,0.0,51.0,29,127,105.0,1.0,Matches,Serge Aurier,Serge-Aurier
143,Mathias Autret\Mathias-Autret,fr FRA,MFFW,Brest,fr Ligue 1,28.0,1991.0,13.6,24.0,11,6.0,11.0,7.0,4.0,22.0,18.2,18.0,316.0,71.0,22.5,71.0,164.0,81.0,24.0,2.0,0.0,22.0,10,34,6.0,0.0,Matches,Mathias Autret,Mathias-Autret
144,Ezequiel Ávila\Ezequiel-Avila,ar ARG,FW,Osasuna,es La Liga,25.0,1994.0,17.7,19.0,16,6.0,10.0,3.0,5.0,15.0,33.3,10.0,342.0,92.0,26.9,22.0,141.0,179.0,17.0,0.0,0.0,17.0,4,23,7.0,0.0,Matches,Ezequiel Ávila,Ezequiel-Avila
145,Javier Avilés\Javier-Aviles,es ESP,MFFW,Leganés,es La Liga,21.0,1997.0,2.0,7.0,3,3.0,3.0,1.0,4.0,7.0,57.1,3.0,52.0,11.0,21.2,17.0,24.0,11.0,4.0,0.0,0.0,4.0,1,8,2.0,0.0,Matches,Javier Avilés,Javier-Aviles
146,Chidozie Awaziem\Chidozie-Awaziem,ng NGA,DF,Leganés,es La Liga,22.0,1997.0,22.2,39.0,26,32.0,7.0,0.0,12.0,25.0,48.0,13.0,204.0,71.0,34.8,126.0,72.0,6.0,38.0,15.0,0.0,23.0,12,51,141.0,2.0,Matches,Chidozie Awaziem,Chidozie-Awaziem
147,Taiwo Awoniyi\Taiwo-Awoniyi,ng NGA,FW,Mainz 05,de Bundesliga,21.0,1997.0,5.4,2.0,2,0.0,1.0,1.0,2.0,7.0,28.6,5.0,79.0,23.0,29.1,10.0,40.0,29.0,7.0,2.0,0.0,5.0,2,4,1.0,0.0,Matches,Taiwo Awoniyi,Taiwo-Awoniyi
148,Florian Ayé\Florian-Aye,fr FRA,FWMF,Brescia,it Serie A,22.0,1997.0,15.3,20.0,13,10.0,6.0,4.0,6.0,15.0,40.0,9.0,493.0,100.0,20.3,54.0,249.0,190.0,34.0,3.0,0.0,31.0,2,22,19.0,0.0,Matches,Florian Ayé,Florian-Aye
149,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,27.0,1991.0,35.0,54.0,29,16.0,21.0,17.0,15.0,45.0,33.3,30.0,1018.0,219.0,21.5,178.0,515.0,325.0,35.0,6.0,0.0,29.0,14,68,20.0,0.0,Matches,Jordan Ayew,Jordan-Ayew
150,Kaan Ayhan\Kaan-Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24.0,1994.0,30.3,51.0,33,34.0,14.0,3.0,18.0,38.0,47.4,20.0,266.0,100.0,37.6,147.0,95.0,24.0,34.0,16.0,0.0,18.0,37,88,106.0,1.0,Matches,Kaan Ayhan,Kaan-Ayhan
151,Ramon Azeez\Ramon-Azeez,ng NGA,MF,Granada,es La Liga,26.0,1992.0,15.1,17.0,14,3.0,11.0,3.0,4.0,13.0,30.8,9.0,330.0,82.0,24.8,58.0,191.0,81.0,17.0,2.0,0.0,15.0,15,32,15.0,0.0,Matches,Ramon Azeez,Ramon-Azeez
152,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29.0,1989.0,35.9,102.0,61,50.0,38.0,14.0,37.0,74.0,50.0,37.0,568.0,186.0,32.7,250.0,221.0,97.0,81.0,20.0,0.0,61.0,39,141,146.0,0.0,Matches,César Azpilicueta,Cesar-Azpilicueta
153,Ludovic Baal\Ludovic-Baal,gf GUF,DF,Brest,fr Ligue 1,33.0,1986.0,9.2,34.0,21,17.0,14.0,3.0,12.0,25.0,48.0,13.0,178.0,62.0,34.8,96.0,65.0,17.0,22.0,3.0,0.0,19.0,14,48,31.0,1.0,Matches,Ludovic Baal,Ludovic-Baal
154,Iddrisu Baba\Iddrisu-Baba,gh GHA,MF,Mallorca,es La Liga,23.0,1996.0,32.3,68.0,45,33.0,31.0,4.0,17.0,69.0,24.6,52.0,580.0,188.0,32.4,231.0,307.0,42.0,34.0,8.0,0.0,26.0,23,91,71.0,1.0,Matches,Iddrisu Baba,Iddrisu-Baba
155,Khouma Babacar\Khouma-Babacar,sn SEN,FW,Lecce,it Serie A,26.0,1993.0,15.8,17.0,9,2.0,7.0,8.0,2.0,15.0,13.3,13.0,290.0,47.0,16.2,36.0,144.0,110.0,19.0,6.0,0.0,13.0,2,19,30.0,0.0,Matches,Khouma Babacar,Khouma-Babacar
156,Carlos Bacca\Carlos-Bacca,co COL,FWMF,Villarreal,es La Liga,32.0,1986.0,7.6,3.0,1,1.0,0.0,2.0,1.0,7.0,14.3,6.0,84.0,21.0,25.0,10.0,37.0,37.0,5.0,0.0,0.0,5.0,1,4,5.0,0.0,Matches,Carlos Bacca,Carlos-Bacca
157,Milan Badelj\Milan-Badelj,hr CRO,MF,Fiorentina,it Serie A,30.0,1989.0,17.6,36.0,26,11.0,23.0,2.0,11.0,51.0,21.6,40.0,318.0,87.0,27.4,103.0,171.0,44.0,35.0,3.0,0.0,32.0,26,62,42.0,1.0,Matches,Milan Badelj,Milan-Badelj
158,Matthias Bader\Matthias-Bader,de GER,DF,Köln,de Bundesliga,22.0,1997.0,0.1,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,Matches,Matthias Bader,Matthias-Bader
159,Bastian Badu\Bastian-Badu,fr FRA,FW,Montpellier,fr Ligue 1,19.0,2000.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Bastian Badu,Bastian-Badu
160,Alejandro Baena\Alejandro-Baena,es ESP,MF,Villarreal,es La Liga,18.0,2001.0,0.2,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,Matches,Alejandro Baena,Alejandro-Baena
161,Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Angers,fr Ligue 1,27.0,1992.0,10.1,7.0,4,0.0,3.0,4.0,0.0,4.0,0.0,4.0,210.0,40.0,19.0,7.0,103.0,100.0,4.0,1.0,0.0,3.0,1,8,6.0,0.0,Matches,Stéphane Bahoken,Stephane-Bahoken
162,Daniel Baier\Daniel-Baier,de GER,MF,Augsburg,de Bundesliga,35.0,1984.0,21.6,35.0,23,18.0,13.0,4.0,12.0,49.0,24.5,37.0,318.0,73.0,23.0,125.0,164.0,29.0,33.0,6.0,0.0,27.0,32,67,55.0,0.0,Matches,Daniel Baier,Daniel-Baier
163,Leon Bailey\Leon-Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,21.0,1997.0,12.1,9.0,4,2.0,5.0,2.0,4.0,13.0,30.8,9.0,170.0,46.0,27.1,36.0,74.0,60.0,10.0,2.0,0.0,8.0,6,15,8.0,0.0,Matches,Leon Bailey,Leon-Bailey
164,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25.0,1994.0,1.7,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,4.0,23.5,10.0,7.0,0.0,3.0,3.0,0.0,0.0,2,2,7.0,0.0,Matches,Eric Bailly,Eric-Bailly
165,Dénys Bain\Denys-Bain,fr FRA,DF,Brest,fr Ligue 1,26.0,1993.0,14.1,29.0,19,22.0,7.0,0.0,7.0,9.0,77.8,2.0,99.0,33.0,33.3,64.0,33.0,2.0,22.0,11.0,0.0,11.0,16,45,102.0,1.0,Matches,Dénys Bain,Denys-Bain
166,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,eng Premier League,34.0,1984.0,4.5,10.0,6,7.0,2.0,1.0,2.0,7.0,28.6,5.0,51.0,14.0,27.5,28.0,10.0,13.0,11.0,2.0,0.0,9.0,2,12,12.0,0.0,Matches,Leighton Baines,Leighton-Baines
